nct_id,brief_title,official_title,brief_summary,detailed_description,overall_status,why_stopped,start_date,completion_date,primary_completion_date,study_type,phases,allocation,intervention_model,masking,primary_purpose,enrollment_count,enrollment_type
NCT02481960,Study of Intraparenchymal Therapy With Irinotecan Drug Eluting Beads as Adjunct to Recurrent Surgically Resectable High Grade Glioma,"A Phase I/II Multi Centre Single Arm, Open Label Study of Intraparenchymal Therapy With Irinotecan Hydrochloride Drug-eluting Beads (CM-BC2) as a Adjunct Therapy to Best Standard of Care in Patients With Recurrent, Surgically Resectable High Grade Glioma","A study to demonstrate safety, and feasibility for intraparenchymal injection of irinotecan hydrochloride drug-eluting beads in the treatment of recurrent high grade glioma (HGG).","CM-BC2, irinotecan hydrochloride drug-eluting bead, is an investigational product being developed for direct injection in the tumor resection margin, in patients with recurrent high grade glioma (HGG), in order to prevent or delay tumor progression or recurrence.

Patients will be enrolled and receive CM-BC2 following surgical resection of the recurrent high grade glioma and will attend specified study visits until 6 months post surgery.",TERMINATED,The decision to terminate the trial was based on the slow rate of recruitment across the programme of studies\],2012-02-21,2015-12-18,2015-12-18,INTERVENTIONAL,PHASE1|PHASE2,NA,SINGLE_GROUP,NONE,TREATMENT,5,ACTUAL
NCT00001160,Studies on Tumors of the Thyroid,Studies on Thyroid Nodules and Thyroid Cancer,"Participants in this study will be patients diagnosed with or suspected to have a thyroid nodule or thyroid cancer.

The main purpose of this study is to further understand the methods for the diagnosis and treatment of thyroid nodules and thyroid cancer. Many of the test performed are in the context of standard medical care that is offered to all patients with thyroid nodules or thyroid cancer. Other tests are performed for research purposes. In addition, blood and tissue samples will be taken for research and genetic studies....","The purpose of this study is to gain knowledge and experience in the diagnosis and therapy of thyroid cancer using established best standard of care and new techniques and approaches as they are developed. Study subjects will include adults and children with thyroid nodules requiring diagnostic imaging and fine needle aspiration biopsy, surgery, radioiodine scanning or therapy, appropriate follow up, consisting of tumor markers monitoring and anatomical and functional imaging. The limitations and significance of serum thyroglobulin (Tg) measurement for diagnosing tumor recurrence will be assessed. The study will permit a continued evaluation of the risk/benefit ratio of already established methods of administering radioiodine therapy, including the impact of pre-treatment dosimetric calculations, individualizing treatment with radioiodine. Under this protocol, samples of benign nodules and cancer tissue specimens for research studies will be collected. Data and samples collected during routine clinical care will be used to address research questions utilizing a number of approaches including microscopy, immunohistochemistry, proteomics and molecular analysis. All research studies will relate to the diagnosis, natural history and therapy of thyroid tumors, regulation of thyroid function, and the effects of thyroid function on the body. Blood and urine specimens will be collected for research studies in both the hypothyroid and euthyroid state.",RECRUITING,,1977-06-01,,,OBSERVATIONAL,,,,,,2500,ESTIMATED
NCT01262560,Manuka Honey in Preventing Esophagitis-Related Pain in Patients Receiving Chemotherapy and Radiation Therapy For Lung Cancer,Phase II Randomized Trial of Prophylactic Manuka Honey for the Reduction of Chemoradiation Therapy Induced Esophagitis-Related Pain During the Treatment of Lung Cancer,"RATIONALE: Manuka honey may prevent or reduce esophagitis-related pain caused by chemotherapy and radiation therapy. It is not yet known whether Manuka honey is more effective than standard care in preventing pain.

PURPOSE: This randomized phase II clinical trial is studying Manuka honey to see how well it works in preventing esophagitis-related pain in patients receiving chemotherapy and radiation therapy for lung cancer.","OBJECTIVES:

Primary

* Evaluate the relative efficacy of 4 times a day consumption of liquid or lozenge Manuka honey to delay or prevent radiation esophagitis-related pain (during combined chemotherapy and radiation therapy for lung cancer) as compared to standard supportive treatment, as measured at week 4 by Numerical Rating Pain Scale (NRPS) for pain upon swallowing.

Secondary

* Evaluate the trend of severity of radiation esophagitis-related pain during combined chemotherapy and radiation therapy for lung cancer using weekly measurements of the NRPS.
* Evaluate the adverse events associated with Manuka honey, as measured by CTCAE, v. 4.
* Evaluate the severity of radiation esophagitis (grade 3-4, CTCAE, v. 4).
* Assess weight loss (percent weight change from baseline to 4 weeks).
* Assess quality of life (QOL) and pain, as measured by the European Organization for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (QLQ-30) global QOL score and pain symptom subscale.
* Assess patient-reported dysphagia via a daily patient log.
* Assess nutritional status, as measured by the mean change in serum prealbumin levels from baseline to 4 weeks.
* Assess opioid use by collecting the patient's narcotic use in the previous 24-hour period at each weekly evaluation.
* Evaluate patient-reported adverse events associated with Manuka honey using the Patient-Reported Outcomes Version of the Common Terminology Criteria for Adverse Events (PRO-CTCAE).

OUTLINE: This is a multicenter study. Patients are stratified according to the percentage of esophagus in the radiation field (V60 \< 30% vs V60 ≥ 30%). Patients are randomized to 1 of 3 treatment arms.

* Arm I: Patients receive standard supportive care for esophagitis-related pain as needed during chemoradiotherapy.
* Arm II: Patients swallow liquid Manuka honey slowly over 3-5 minutes. Patients must refrain from eating and drinking for 1 hour after administration. Treatment continues 4 times per day during chemoradiotherapy.
* Arm III: Patients place Manuka honey lozenges in their mouth one at a time and swallow the honey as it dissolves (no chewing or swallowing it whole). Patients must refrain from eating and drinking for 1 hour after administration. Treatment continues 4 times per day during chemoradiotherapy.

Patients complete quality of life, pain swallowing diary, and pain assessments (Numerical Rating Pain Scale, EORTC QLQ-30 and Pain Subscale, and PRO-CTCAE) periodically during study treatment.

Patients are followed up at 12 weeks from the start of study treatment.",COMPLETED,,2012-02,2014-11,2014-02,INTERVENTIONAL,PHASE2,RANDOMIZED,PARALLEL,NONE,SUPPORTIVE_CARE,163,ACTUAL
NCT05549960,Pre-planning Mathematical Models in EUS-guided Laser Ablation of Pancreatic Lesions,Use of Pre-planning Models for the Guidance of the Endoscopic Ultrasound-guided Laser Ablation of Pancreatic Lesions,"Pancreatic ductal adenocarcinoma (PDAC) is the fourth cause of cancer death in Western countries. More than 50% of the patients with PDAC has a local advanced or metastatic disease at the time of the diagnosis. There is a growing interest in the investigation of novel and alternative therapeutic strategies which could be used in synergy with radiotherapy and chemotherapy. These methods include echoendoscopic (EUS) guided locoregional ablation to reduce the tumoral mass.

The most studied technique is the radiofrequency ablation (RFA). Another interesting technique involves the use of the laser source at a wavelength of 1064 nm. Among all the ablative methods, LA is the only one that allows the use of a thinner needle. These features make LA a suitable option for treating focal lesions in high-risk areas or in hard-to-reach locations. A previous study demonstrated the feasibility of this technique in pancreatic solid lesions.

In order to perform a study aimed at the complete treatment of the lesion, it is necessary to identify the laser parameters which are specific to the size and location of the lesion.

The present protocol presents a prospective interventional study aimed at the analysis and applicability of predictive mathematical models for the calculation of laser settings in the ablation of pancreatic lesion by means of a EUS-guided LA.","Pancreatic ductal adenocarcinoma (PDAC) is the fourth cause of cancer death in Western countries, with an estimation of 57,600 new cases and 47,050 deaths in 2020 in USA.

Since the number of deaths due to this lethal disease is rapidly increasing, it is estimated to become the second leading cause of tumor-related death by 2030.

The high mortality rate of PDAC is due to several causes, including: i) a poor early diagnosis, ii) the severe biological aggressiveness, and iii) the lack of response to the systemic therapies.

At present, surgical resection, i.e., pancreatectomy, represents the only widely accepted treatment option with the potential to increase long-term survival. However, only 20% of the patients are appropriate surgical candidates at the time of the diagnosis. In the majority of the patients, the disease is at an advanced or metastatic stadium, and the surgical resection does not represent a possible option. In these last cases, only palliative solutions are available.

Nowadays there is a growing interest in the investigation of novel and alternative therapeutic strategies which could be used in synergy with radiotherapy and chemotherapy. These methods include the inoculation o antitumoral agents within the lesion, through laparoscopic, percutaneous or echoendoscopic (EUS) guidance and locoregional ablation to reduce the tumoral mass.

This solution may be particularly beneficial for those patients who are stable after the chemotherapy, without any signs of disease regression neither progression. The ablation can be obtained with different kinds of energy sources, including radiofrequency, microwave and laser.

The first study of EUS-guided LA on human patients was conducted by Di Matteo and collaborators who recently performed a prospective study on the feasibility of EUS-guided LA in cases of inoperable and locally advanced PDAC. A total of 9 patients with stage III pancreatic cancer were screened and underwent EUS-guided LA. The fiber was placed in the upper part of the lesion and the following laser power parameters were applied: 2 W for 800 J, 1000 J, or 1200 J; 3 W for 800 J, 1000 J, or 1200 J; 4 W for 800 J, 1000 J, or 1200 J. The application time automatically ranges between 200 and 600 s, according to the power values. No difficulty was experienced in the technical execution of the procedure. The fiber was clearly visible within the targeted lesion, for the entire duration of the application of laser energy. During the procedure, the tip of the fiber was progressively surrounded by a hyperechoic area. This effect did not compromise the endosonographic visualization of the needle inside the lesion. At the end of the ablation, the EUS highlighted a hyperechoic area along the path of the probe, surrounded by non-homogeneous tissue with hyperechoic areas. No relevant complications were found. Control CT scans after 24 hours, 7 days and 30 days showed well-defined coagulative necrotic areas. The average ablation volumes obtained at 800 J decreased by 85% (1.18 cm3 after 24 hours against 0.17 cm3 after 30 days). The average ablation volumes obtained at 1000 J decreased by 76% (3.16 cm3 after 24 hours against 0.80 cm3 after 30 days). Finally, the mean ablation volumes at 1200 J decreased by 44% after 30 days from treatment (1.77 cm3 after 24 hours against 0.98 cm3 after 30 days). According to these results, the 4 W / 1000 J power configuration achieved the largest ablation volume, without clinical complications.

In order to perform a study aimed at the complete treatment of the lesion, it is necessary to identify the laser parameters which are specific to the size and location of the lesion. As identified in a recent study by Paiella, the choice of settings and handling of the laser device requires a certain learning curve. Therefore, a predictive mathematical model of the setting parameters can be very beneficial to simplify the ablative procedure. Furthermore, in the absence of correct parameters, several potential complications can occur, such as acute pancreatitis, bleeding from adjacent vascular structures, duodenal perforation or lesion of the biliary tract.

The effectiveness of predictive models for LA has already been demonstrated in some ex vivo and preclinical studies, both on the pancreas and on other tissues.

Considering all the aspects above, the present protocol presents a prospective interventional study aimed at the analysis and applicability of predictive mathematical models for the calculation of laser settings in the ablation of pancreatic lesion by means of a EUS-guided LA.

The investigators will use a mathematical model for the calculation of the laser parameters (power, treatment time), taking into account the size of the tumor and some anatomical characteristics, such as the proximity of blood vessels. The aims of this study fall within the objectives of the European project LASER OPTIMAL (Laser Ablation: Selectivity and Monitoring for Optimal Tumor Removal, GA 759159, http://www.laseroptimal.polimi.it/) of which Professor Saccomandi is Principal Investigator and Dr. Di Matteo is an expert for clinical procedures.

This is a prospective interventional study involving two Italian centers, the Operative Digestive Endoscopy UOC of Fondazione Policlinico Universitario Campus Bio-Medico (the ""Coordinating Center"") and the Department of Mechanical Engineering of Politecnico di Milano.

This is a non-controlled, non-randomized interventional feasibility study with a non-commercial purpose.

The Operative Digestive Endoscopy UOC of Fondazione Policlinico Universitario Campus Bio-Medico will be responsible for enrolling patients and performing the medical procedures. The Department of Mechanical Engineering of Politecnico di Milano will work on the laser parameters estimation using a mathematical model. Pre-operative radiological images of the candidates will be used for the purpose.

Patients with stage III and IV PDAC; non-functioning or functioning neuroendocrine tumors; pancreatic metastases from renal cell carcinoma will be evaluated and included in the study if eligible.

All patients will be followed at the Coordinating Center from enrollment to death or the end of the study.

Description of study procedures:

1. Preoperative radiological image acquisition.

   MR images collected within 7 days before the LA EUS-guided procedure will be used by the study collaborators to reconstruct the patient's model. The tumor size and some anatomical features, such as the proximity of blood vessels, will be used in the patient's model. Techniques of image segmentation, 3D geometry reconstruction, and mathematical simulation of laser-tissue interaction will be used to estimate the optimal parameters for the laser (power, energy, time), according to the procedure described by Scott et al. Specifically, Mimics Innovation Suite software will be used to obtain the 3D geometry of the anatomical part of interest (pancreas, tumor, surrounding structures). This will then be imported into finite element computational software (Comsol Multiphysics) allowing the correct and patient-specific settings to be calculated.
2. Estimation of laser parameter settings with the mathematical model

   The mathematical model is based on finite element simulations implemented using the commercial Comsol Multiphysics software, as previously proposed by Scott et al. Laser settings will be based on values calculated in the Di Matteo and coworkers's experimentation, as previously performed by Saccomandi et al. on ex vivo models. This part of the study will be carried out in collaboration with the Department of Mechanical Engineering of Politecnico di Milano as part of the European LASEROPTIMAL project (www.laseroptimal.polimi.it), coordinated by Paola Saccomandi, and for which Dr. Di Matteo is an external expert.
3. LA EUS-guided

EUS will be performed with a FUJIFILM EG- 580UT linear endoscope. Procedures will be performed on the patient under deep sedation, positioned on the left flank.

Prophylactic antibiotics will be administered immediately before the procedure and for the following 3 days (ceftriaxone 1 g twice daily intravenously). LA will be performed with a 980 nm laser light (EUFOTON Laser Spectrum) guided by a 300 μm optical fiber (EUFOTON). An 22 Gauge needle (Boston Scientific Expect Slimline) will be used for the optical fiber placement.

The protrusion of the fiber end from the needle tip should be 5 mm. After the correct placement of the fiber inside the tumor, the ablation treatment can start. Once inside the lesion, the needle will be slightly retracted, and the fiber will be gently pushed out of the needle tip by a length of 5 mm. The fiber will be placed at the top of the lesion, and the laser will be turned on. The laser settings estimated by the mathematical model will be used. The total number of ablations will depend on the radiological characteristics of the lesion and location. Special attention must be paid to have 1 cm between the fiber tip, the walls of the main vessels, and any metal stents that may be present.",UNKNOWN,,2023-02-01,2023-12-01,2023-11-01,INTERVENTIONAL,NA,NA,SINGLE_GROUP,NONE,TREATMENT,10,ESTIMATED
NCT05192460,"Safety and Efficacy of Personalized Neoantigen Vaccine in Advanced Gastric Cancer, Esophageal Cancer and Liver Cancer","A Dose-Escalation and Dose-Expansion Study Evaluating the Safety and Efficacy of Personalized Neoantigen Vaccine in Advanced Gastric Cancer, Esophageal Cancer and Liver Cancer","This trial is an investigator-initiated, single-center, open-label, single-arm exploratory study of mRNA neoantigen tumor vaccine in the treatment of advanced gastric cancer, esophageal cancer, and liver cancer, including two phases: dose escalation and dose expansion. To evaluate the safety and tolerability of neoantigen tumor vaccine in subjects with advanced gastric cancer, esophageal cancer and liver cancer by conducting dose escalation trial in subjects diagnosed with advanced gastric cancer, esophageal cancer and liver cancer, and preliminarily evaluate the efficacy of neoantigen tumor vaccine in subjects with advanced gastric cancer, esophageal cancer and liver cancer. According to the characteristics of safety and efficacy data in the dose escalation phase, the dose expansion is performed at the intended clinical dose based on the investigator's judgment, and the treatment is performed in combination with PD-1/L1 to further evaluate the efficacy and safety profile of neoantigen tumor vaccine at a specific dose.

Both the dose escalation phase and dose expansion phase include a screening period (Week -4 \~ Week -2), a baseline period (Week -1 \~ Day -1), a treatment period (Day 1 \~ Week 8 or 16), and a follow-up period. Subjects who signed and provided the formal informed consent entered the screening period. The treatment period included the initial treatment period (Day 1 \~ Week 8) and the enhanced treatment period (Week 12 \~ Week 16). The investigator determined whether to enter the enhanced treatment period based on the comprehensive judgment of the subject's efficacy, safety, compliance and other factors from Week 8 to Week 12.

The dose escalation phase follows standard 3+3 design. 12-18 subjects are expected to be enrolled at 3 given dose level.

The investigator will choose the optimal clinical dose for dose expansion, which can be one dose group or multiple dose groups. PD-1/L1 drugs are used in parallel to further confirm the efficacy and safety of neoantigen tumor vaccine, with about 18 subjects. The usage and dosage of PD-1/L1 should aligned with the package insert.",,UNKNOWN,,2022-03-28,2025-06,2024-12,INTERVENTIONAL,NA,NA,SINGLE_GROUP,NONE,TREATMENT,30,ESTIMATED
NCT00238160,Surgery With or Without Hepatic Arterial Chemotherapy in Treating Patients With Liver Cancer,Phase III Randomized Study of Surgical Resection With Versus Without Postoperative Hepatic Arterial Chemotherapy in Patients With Hepatocellular Carcinoma and Portal Vein Tumor Thrombus,"RATIONALE: Drugs used in chemotherapy, such as fluorouracil and cisplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Giving drugs directly into the arteries around the tumor may kill more tumor cells. Giving chemotherapy after surgery may kill any remaining tumor cells. It is not yet known whether surgery and hepatic arterial chemotherapy are more effective than surgery alone in treating patients with liver cancer that has spread to the portal vein.

PURPOSE: This randomized phase III trial is studying surgery and hepatic arterial chemotherapy to see how well they work compared to surgery alone in treating patients with liver cancer that has spread to the portal vein.","OBJECTIVES:

* Compare the efficacy of surgical resection with vs without postoperative hepatic arterial chemotherapy in patients with hepatocellular carcinoma and portal vein tumor thrombus.

OUTLINE: This is a randomized, multicenter study. Patients are stratified according to grade of portal invasion and Child-Pugh classification. Patients are randomized to 1 of 2 treatment arms.

* Arm I: Patients undergo macroscopic curative resection. Within 28 days after surgery, patients without post-surgery complications undergo hepatic arterial infusion comprising fluorouracil and cisplatin on days 1-5, 8-12, and 15-19. Treatment continues for 6 months.
* Arm II: Patients undergo macroscopic curative resection.

PROJECTED ACCRUAL: A total of 100 patients (50 per treatment arm) will be accrued for this study.",WITHDRAWN,,,,,INTERVENTIONAL,PHASE3,,,,TREATMENT,0,ACTUAL
NCT00697060,A Safety and Efficacy Trial of Amplimexon Plus Taxotere in Metastatic Non-Small Cell Lung Cancer,"A Multicenter, Phase II Trial of the Safety and Efficacy of Amplimexon® (Imexon for Injection) in Combination With Taxotere® (Docetaxel) for Previously Treated Patients With Metastatic Non-Small Cell Lung Cancer (NSCLC)",Protocol AMP-024 is a Phase 2 study of imexon plus docetaxel for patients with previously treated lung cancer that has spread in the body. Docetaxel is approved by the Food and Drug Administration (FDA) as a second line therapy for this cancer. The imexon is administered on days 1-5 and the docetaxel on day 1 of every 3 week cycle. The objective of the protocol is to determine if the combination of imexon plus docetaxel is safe and effective.,,WITHDRAWN,Study cancelled prior to start due to change in company priorities.,2010-08,2012-08,2011-08,INTERVENTIONAL,PHASE2,NON_RANDOMIZED,SINGLE_GROUP,NONE,TREATMENT,0,ACTUAL
NCT00305760,"Vaccine Therapy, Cyclophosphamide, and Cetuximab in Treating Patients With Metastatic or Locally Advanced Pancreatic Cancer",A Safety and Efficacy Trial of Lethally Irradiated Allogeneic Pancreatic Tumor Cells Transfected With the GM-CSF Gene in Combination With Erbitux (Cetuximab) for the Treatment of Advanced Pancreatic Adenocarcinoma,"RATIONALE: Vaccines made from gene-modified tumor cells may help the body build an immune response to kill tumor cells. Drugs used in chemotherapy, such as cyclophosphamide, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as cetuximab, can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. Cetuximab may also stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving vaccine therapy together with cyclophosphamide and cetuximab may kill more tumor cells.

PURPOSE: This phase II trial is studying how well vaccine therapy works when given together with cyclophosphamide and cetuximab in treating patients with metastatic or locally advanced pancreatic cancer.","OBJECTIVES:

Primary

* Determine the safety of pancreatic tumor vaccine, cyclophosphamide, and cetuximab in patients with metastatic or locally advanced adenocarcinoma of the pancreas.

Secondary

* Determine the overall, progression-free, and event-free survival of patients treated with this regimen.
* Correlate specific in vivo parameters of immune response (e.g., mesothelin, prostate stem cell antigen \[PSCA\], mutated k-ras-specific T-cell responses) with clinical response in patients treated with this regimen.
* Correlate downstream targets of epidermal growth factor receptor (EGFR) signaling (e.g., intratumor expression of Akt, Stat 3 and 5, mesothelin, mutated k-ras, and PSCA) with inhibition by cetuximab in patients treated with this regimen.
* Correlate inhibition of EGFR signaling (e.g., Stat 3 and 5) with improved specific mesothelin, PSCA, and mutated k-ras-specific T-cell responses in patients treated with this regimen.

OUTLINE: This is an open-label study.

Patients receive cyclophosphamide IV on day 0, sargramostim plasmid DNA pancreatic tumor vaccine intradermally on day 1, and cetuximab IV over 1-2 hours on days 1, 8, and 15. Treatment repeats every 21 days for up to 6 courses in the absence of disease progression or unacceptable toxicity.

Patients undergo blood collection and tumor biopsies periodically during study for biomarker correlative studies.

At the completion of study treatment, patients are followed at 3 weeks and then every 4 weeks for 16 weeks.

PROJECTED ACCRUAL: A total of 60 patients will be accrued for this study.",COMPLETED,,2005-12,2009-03,2009-03,INTERVENTIONAL,PHASE2,NA,SINGLE_GROUP,NONE,TREATMENT,60,ACTUAL
NCT06380660,Study of ACE-86225106 to Treat Patients With Advanced Solid Tumors,"A Phase I/II, Open-label, Multicentre Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy of Ascending Doses of ACE-86225106 as Monotherapy in Patients With Advanced Solid Tumors","The purpose of this study is to determine if the experimental treatment with poly-ADP ribose polymerase (PARP) inhibitor, ACE-86225106 is safe, tolerable and has anti-cancer activity in adult patients with advanced solid tumors.","This study is a Phase I/II, open-label, multicentre study of ACE-86225106 administered orally in patients with advanced solid tumors.",RECRUITING,,2024-03-22,2029-03-21,2028-12-21,INTERVENTIONAL,PHASE1|PHASE2,NA,SINGLE_GROUP,NONE,TREATMENT,298,ESTIMATED
NCT01240460,Exploratory Study of XL765 (SAR245409) or XL147 (SAR245408) in Subjects With Recurrent Glioblastoma Who Are Candidates for Surgical Resection,An Exploratory Pharmacodynamic Study of XL765 and XL147 Administered as Single Agents to Subjects With Recurrent Glioblastoma Who Are Candidates for Surgical Resection,"The purpose of this study is to measure what effect the study drug XL765 (SAR245409) or the study drug XL147 (SAR245408) has on tumor tissue in subjects with recurrent glioblastoma (GB) who are candidates for surgical resection. XL765 (SAR245409) and XL147 (SAR245408), the two investigational agents examined in this study, XL147 (SAR245408) is a potent inhibitor of PI3 Kinase (PI3K) and XL765 (SAR245409) is a dual PI3K and mTOR inhibitor. In preclinical studies, inactivation of PI3K has been shown to inhibit growth and induce apoptosis (programmed cell death) in tumor cells.",,COMPLETED,,2011-01,2012-06,2012-06,INTERVENTIONAL,PHASE1,NON_RANDOMIZED,PARALLEL,NONE,TREATMENT,40,ACTUAL
NCT01191060,Study Comparing Conventional Dose Combination RVD to High-Dose Treatment With ASCT in the Initial Myeloma up to 65 Years,"Randomized Study Comparing Conventional Dose Treatment Using a Combination of Lenalidomide, Bortezomib and Dexamethasone to High-Dose Treatment With ASCT in the Initial Management of Myeloma in Patients up to 65 Years of Age","Objective of this study is to determine if, in the era of novel drugs, high dose therapy (HDT) is still necessary in the initial management of multiple myeloma in younger patients. HDT as compared to conventional dose treatment would be considered superior if it significantly prolongs Progression-free survival (by at least 9 months).","Study design Phase III, multicenter, randomized, open-label study designed to evaluate the clinical benefit from the drug combination RVD without immediate high-dose therapy (HDT) followed by lenalidomide maintenance (Arm A) versus RVD plus HDT and PBSCT followed by lenalidomide maintenance (Arm B).",COMPLETED,,2010-10,2018-11-30,2018-11-30,INTERVENTIONAL,PHASE3,RANDOMIZED,PARALLEL,NONE,TREATMENT,700,ACTUAL
NCT02734160,A Study of Galunisertib (LY2157299) and Durvalumab (MEDI4736) in Participants With Metastatic Pancreatic Cancer,"A Phase 1b Dose-Escalation and Cohort-Expansion Study of the Safety, Tolerability, and Efficacy of a Novel Transforming Growth Factor-β Receptor I Kinase Inhibitor (Galunisertib) Administered in Combination With the Anti-PD-L1 Antibody Durvalumab (MEDI4736) in Recurrent or Refractory Metastatic Pancreatic Cancer",The main purpose of this study is to evaluate the safety and efficacy of the study drug known as galunisertib administered in combination with the anti-programmed cell death-ligand 1 (PD-L1) antibody durvalumab in participants with refractory metastatic pancreatic cancer.,,COMPLETED,,2016-06-15,2019-04-17,2018-08-02,INTERVENTIONAL,PHASE1,NA,SINGLE_GROUP,NONE,TREATMENT,37,ACTUAL
NCT05972460,"IMM2510, a PD-L1 and VEGF Bispecific Fusion Protein, in Patients With Advanced Solid Tumors","IMM2510, a Multi-Center, Open-Label, Dose Escalation and Cohort Expansion Phase I Clinical Study for Advanced Solid Tumors","This trial is a first-in-human, open-label, multi-center, dose escalation phase 1a study followed by cohort expansion phase 1b study to evaluate the safety, efficacy, pharmacokinetics (PK) and pharmacodynamics (PD) of IMM2510, a PD-L1 and VEGF bispecific fusion protein, in patients with advanced solid tumors.","IMM2510 is administered via intravenous infusion every 2 weeks up to 52 weeks. Phase 1a Dose Escalation: using accelerated titration followed by 3+3 dose escalation design to explore the maximum tolerated dose (MTD) and the recommended dose (RDE). Phase 1b Cohort Expansion: planing to enroll at least 60 patients with different advanced solid tumors (multiple cohorts) to further observe the safety and antitumor activity of IMM2510, and to determine the recommended phase II dose (RP2D).",UNKNOWN,,2021-08-18,2024-10,2023-12,INTERVENTIONAL,PHASE1,NA,SINGLE_GROUP,NONE,TREATMENT,108,ESTIMATED
