nct_id,brief_title,official_title,brief_summary,detailed_description,overall_status,why_stopped,start_date,completion_date,primary_completion_date,study_type,phases,allocation,intervention_model,masking,primary_purpose,enrollment_count,enrollment_type
NCT01282060,Association Between Glycaemic Control and Morbi/Mortality After 5 Years of Follow-up in Type 2 Diabetic Patients,Association Between Glycaemic Control and Morbi/Mortality After 5 Years of Follow-up in Type 2 Diabetic Patients,The purpose of this study is to asses the link between glycaemic balance (summarised by HBA1C LEVEL) and specific causes of death.,"The GERODIAB study is the first prospective, longitudinal follow-up cohort study, the main aim of which is to assess the link between glycaemic balance (evaluated on the basis of HbA1c levels) and total mortality at 5 years in diabetic patients aged 70 and over, and suffering from type 2 diabetes. An extension to 10 years is considered given the innovative features of this cohort follow-up procedure.

The secondary endpoints are as follows:

* To assess the link between glycaemic balance and the mortality rate with specific causes.
* To assess the link between glycaemic balance and the onset of or change in diabetes-related complications: cardiovascular diseases, change in renal function, diabetic retinopathy, peripheral neuropathy, perforating ulcer of the foot and acute metabolic complications.
* To assess the link between glycaemic balance and nutritional status, the onset of or changes in cognitive disorders and a loss of autonomy.
* To specify the role of other cardiovascular risk factors combined with glycaemic balance, in mortality, diabetes-related complications, cognitive disorders and loss of autonomy.",UNKNOWN,,2009-03,2021-09,2016-04,OBSERVATIONAL,,,,,,986,ACTUAL
NCT00921960,St. Vincent's Screening To Prevent Heart Failure Study,"St. Vincent's Screening To Prevent Heart Failure (STOP-HF) Study Using Natriuretic Peptides to Identify and Prevent Progression of Left Ventricular Dysfunction in Community Based, Asymptomatic, At-risk Individuals.","The STOP-HF study is a prospective, randomized, controlled trial recruiting asymptomatic individuals with risk factors for left ventricular dysfunction from 50 primary care clinics in Dublin and south east Ireland. It is designed to determine whether using natriuretic peptide measurement as a screening tool following a general cardiovascular risk factor screen will reduce the prevalence and severity of ventricular dysfunction in conjunction with specialist follow-up at St. Vincent's University Hospital.","A large proportion of the population has substantial left ventricular dysfunction (LVD) and do not have symptoms (Stage B heart failure). For many of these patients, if identified and treated appropriately, it is possible to prevent the subsequent development of heart failure (HF). Although the current gold standard for detection of LVD is echocardiography, it is expensive and impractical for mass screening.

Natriuretic peptides are attractive candidates for screening populations for asymptomatic LVD particularly because of high negative predictive values. Furthermore, some studies have shown that, in the right setting, screening with natriuretic peptides might prove cost effective in combination with echocardiography for patients with elevated levels.

However, in common with many accepted screening strategies, there are no randomised studies which show that screening the population with natriuretic peptides for asymptomatic LVF alters the natural history of the condition.

From a large, community based cardiovascular risk screening programme including more than 13,000 patients, patients in the catchment area of St Vincent's University Hospital are invited to participate in the STOP-HF study. The objective of this work is to determine whether or not using natriuretic peptide screening in conjunction with specialist follow-up will reduce the prevalence and severity of LVD in a well-defined, at-risk, primary care population. It also aims to: evaluate the natural history of natriuretic peptides over time in this population; to clarify optimal screening cut-offs for the detection of LVD; to evaluate the clinical, pharmacological, biochemical, genetic and proteomic determinants of natriuretic peptides in this setting; to determine whether the clinical benefits of the STOP HF screening programme, if any, are cost effective.

The study design is prospective, randomised and parallel group.

The primary endpoint is the prevalence and severity LVD after 5 years of follow up. Secondary endpoints include: the natural history of natriuretic peptides; the relationship between natriuretic peptides and severity of LVD, death, hospital admissions; clinical, demographic, biochemical, pharmacological, genomic, proteomic, metabolomic determinants of natriuretic peptides; screening cost-effectiveness.

Participants who fulfill entry criteria at baseline will sign an informed consent and will be randomised onto the Usual Care or Intervention Care arm of the study. Usual care is defined as continued management of the patient by the primary care services using standard risk factor monitoring and intervention strategies. Intervention Care is defined as a collaborative cardiovascular management between primary care and specialist hospital based services. All participants will receive an intensive education session from a cardiovascular nurse on their risk factors and advice on healthy dietary and lifestyle habits.

There will be 2 years of enrollment with annual review and 5 years of follow-up to the primary endpoint. Permission has been received to extend the follow up period to 10 years. Regardless of randomisation, all patients receive full clinical and laboratory assessment at baseline and on completion of the STOP HF study (year 5). Additionally, all participants will receive echocardiography assessment during and at the conclusion of the study.

Data collection:

Data will be collected on all participants regarding their medical history and current medications. The source of data collection will be from medical records kept at the primary care practices and from patient interview. All participants will receive a booklet in which they will be asked to record any visits to their primary care practitioner, alterations in medications, new diagnoses and hospital admissions. Local hospital discharge records will be screened to detect any events throughout the course of the study.

Clinical Assessment:

At annual intervals, the cardiovascular research nurse will conduct clinical assessments on all participants including weight, abdominal girth measurement, blood pressure (triplicate measurements while lying in supine position), heart rate and observe for evidence of limb oedema. The nurse will also question the participants to investigate for symptoms of dyspnoea, angina, palpitations, orthopnoea, palpitations and fatigue.

Blood sampling and handling:

Peripheral venous blood samples will be drawn on all participants at annual intervals. Samples to assess natriuretic peptides will be drawn into vacutainers containing EDTA and samples to assess renal function, collagen turnover and lipid profile will be collected in vacutainers containing lithium heparin. BNP and Lipid profile assessment will be analysed using point of care meters, Biosite (Triage, USA) and Cholestech respectively. Each of the remaining samples will be centrifuged for 10 minutes and the serum will be then aliquoted and stored at -80°C before analysis of biochemical, genomic, proteomic and metabolomic markers.

Echocardiographic Doppler analysis:

Two-dimensional echocardiographic imaging, targeted M-mode and Doppler ultrasound measurements will be obtained in each patient. M-mode measurements are taken according to the guidelines laid down by the American Society of Echocardiography. All echocardiographic data will represent the mean of 3 measurements on different cardiac cycles. It is the aim of the STOP HF investigators that a single observer will conduct all measurements, recording archive images in a blinded fashion.",COMPLETED,,2005-01,2017-12,2017-12,INTERVENTIONAL,NA,RANDOMIZED,PARALLEL,NONE,PREVENTION,1378,ESTIMATED
NCT04155060,The Prognostic Value of Lactate is Different Among Septic Patients,The Prognostic Value of Lactate is Different Among Septic Patients With or Without Diabetes Mellitus,"Sepsis is defined as life-threatening organ dysfunction caused by a dysregulated host response to infection. Early diagnosis of sepsis and identification of more severe sepsis is important to improve the outcomes .Therefore, reliable markers are required to early identify the high-risk patients. Currently, lactate is widely applied as the marker for evaluating the severity of sepsis and for outcome predicting. DM affects lactate balance and raised baseline lactate. The objective of this study was to compare the different prognostic value of admission lactate for sepsis patients with or without DM.","Sepsis is defined as life-threatening organ dysfunction caused by a dysregulated host response to infection. Early diagnosis of sepsis and identification of more severe sepsis is important to improve the outcomes .Therefore, reliable markers are required to early identify the high-risk patients.

Currently, lactate is widely applied as the marker for evaluating the severity of sepsis and for outcome predicting.Nevertheless, the value of lactate for predicting sepsis is still controversial.The reasons for the different cutoff value may be due to the fact that sepsis is a heterogeneous disease which has already been defined by a number of clinical, laboratory and radiologic criteria, rather than specific pathologic findings. Therefore, we hypothesized that the discrepancy clinical value of lactate may be resulted from the heterogeneous feature of sepsis.

DM affects lactate balance and raised baseline lactate. The objective of this study was to compare the different prognostic value of admission lactate for sepsis patients with or without DM.",COMPLETED,,2017-04-01,2019-04-01,2019-04-01,OBSERVATIONAL,,,,,,256,ACTUAL
NCT04783376,Effect of Splitting Mealtime Insulin Doses After Mixed Meals High in Fat and Protein,Effect of Splitting Mealtime Insulin Doses Used for Mixed Meals High in Fat and Protein on Postprandial Blood Glucose Levels in Children and Adolescents With Type 1 Diabetes Mellitus Using Multiple Daily Injection Regimen,"The current management of type 1 diabetes mellitus (T1DM) depends on the use of intensive insulin therapy - either by insulin pump therapy or multiple daily injection (MDI) therapy - and the use of carbohydrate counting to determine the mealtime bolus insulin dose according the carbohydrate contents of each meal or snack. However, several studies reported that the fat and protein contents of the meals can also affect the postprandial blood glucose levels and result in delayed postprandial hyperglycemia especially after high fat and protein meals.

There is no widely accepted regimen to calculate insulin required for the fat and protein contents of meals especially for patients using multiple daily injection regimen. This study aims to find a better method to cover the increased insulin requirements following mixed fat and protein meals. The study will compare the effect of splitting mealtime bolus insulin doses into pre-meal and post-meal portions to the standard regimen which involve giving bolus dose depending on carbohydrate content only with additional correction doses 2 to 3 hours after the meal to compensate for the postprandial hyperglycemia induced by fat and protein content of the meals.","The study will include children and adolescents aged 6 - 18 years, diagnosed with T1DM for at least 1 year, using multiple daily injection regimen and carbohydrate counting. The study participants will be admitted at the pediatric department, Sohag University Hospital for 1 week to adjust insulin doses. adjustments will be made to basal doses, insulin to carbohydrate ratio (ICR), insulin sensitivity factor (ISF) if required.

The study participants will have three test lunch meals on 3 consecutive days consumed at the pediatric department, Sohag university hospital at 12 PM. The test meals will consist of two slices of a deep pan pizza base topped with tomato sauce, mozzarella full fat soft cheese, and minced beef. (weight: 150 g, carb. 40 g, fat: 15 g, protein: 20 g, total calories 360 kcal). The meal will be consumed within 20 minutes.

Blood glucose level before the meal should be between 80 to 150 mg/dl. Correction doses can be given 3 hours before the test if needed to bring the blood glucose level to the desired target range before the test meals.

The participant will be assigned to use each one of the following interventions on a separate day in a random sequence.

* Intervention A: the participant will have a mealtime bolus dose of fast-acting insulin 10 minutes before the meal representing 100% of the dose calculated according to the carbohydrate content of the meal and the individual insulin to carbohydrate ratio (ICR). If hyperglycemia (blood glucose level \>180 mg/dl) developed after 3 hours, the participant will receive an additional correction dose of fast-acting insulin calculated according to the individual insulin sensitivity factor (ISF).
* Intervention B: the bolus insulin dose for the meal will be calculated according to the carbohydrate content of the meal and the individual insulin to carbohydrate ratio (ICR) and additional 30% of the calculated dose will added to cover the fat and protein content of the meal. This total dose will be divided into 2 portions. A premeal portion (60% of the total dose) will be given 10 minutes before the meal. The remaining 40% of the total dose will be given 30 minutes after the premeal dose. Both doses will be given as fast-acting insulin.
* Intervention C: the bolus insulin dose for the meal will be calculated according to the carbohydrate content of the meal and the individual insulin to carbohydrate ratio (ICR) and additional 30% of the calculated dose will added to cover the fat and protein content of the meal. This total dose will be divided into 2 portions. A premeal portion (60% of the total dose) will be given 10 minutes before the meal as fast-acting insulin. The remaining 40% of the total dose will be given 30 minutes after the premeal dose as regular insulin.

Types of insulin: insulin lispro (Humalog 100 IU/mL) as fast-acting insulin and regular insulin (Humulin R) as regular insulin (Eli Lilly and Company, Indianapolis, IN, USA). Insulin doses will be calculated, splitted, approximated to the nearest 0.5 unit and given using Humapen Luxura half- unit increments insulin pens.

Capillary blood glucose level will be measured by a calibrated finger-prick blood glucose meter before the meals and every hour for the next 6 hours after the test meals. Moreover, venous blood glucose and serum cholesterol and triglycerides levels will be measured 3 hours after the test meals.",COMPLETED,,2021-04-12,2022-03-03,2021-11-25,INTERVENTIONAL,PHASE4,RANDOMIZED,CROSSOVER,NONE,TREATMENT,43,ACTUAL
NCT00507494,Influence of Pioglitazone for Renal Transplant Function in Diabetics,Influence of Pioglitazone for Renal Transplant Function in Diabetics - a Double Blind Randomised Placebo Controlled Cross Over Study,The purpose of this study is to test whether pioglitazone is able to prevent the progression of diabetic nephropathy in kidney transplant recipients with diabetes mellitus.,"About 30 % of kidney transplant recipients will develop diabetes mellitus. This condition is a risk factor for graft dysfunction, graft loss and increased mortality of patients. Inflammatory reactions within the graft and proteinuria are considered as pathogenetic mechanisms.

Recent studies indicated that pioglitazone might have beneficial effects on the urinary protein excretion of type 2 diabetic patients with diabetic nephropathy and was able to reduce systemic inflammation.

This lead to the hypothesis that pioglitazone could improve proteinuria of kidney transplant patients with diabetes.

Comparison: Effects of pioglitazone vs. placebo on proteinuria and renal function of kidney transplant recipients in a cross over study.",COMPLETED,,2007-07,2009-09,2009-09,INTERVENTIONAL,PHASE3,RANDOMIZED,CROSSOVER,DOUBLE,TREATMENT,0,
NCT03297294,Safety and Efficacy of EMA401 in Patients With Painful Diabetic Neuropathy (PDN),"A Double-blind, Placebo-controlled, Randomized Trial to Determine the Safety and Efficacy of EMA401 in Reducing 24-hour Average Pain Intensity Score in Patients With Painful Diabetic Neuropathy (EMPADINE)",The purpose of this study is to evaluate safety and efficacy of EMA401 compared to placebo in patients with painful diabetic neuropathy (PDN).,"This was an interventional, randomized, parallel, placebo-controlled, double-blind treatment study consisting of 3 periods i.e. Screening, Treatment, and Treatment withdrawal. Patients were planned to be randomized in a 1:1 ratio to Placebo b.i.d. or EMA401 100 mg b.i.d.. Concomitant use of pregabalin or duloxetine at stable doses was allowed. Based on historical data, it was planned that the study would enroll approximately 50% of patients who were on stable doses of concomitant pregabalin or duloxetine in the study. At the end of treatment period the 100mg b.i.d. arm was re-randomized (1:1) to the same treatment or placebo. Placebo arm stayed on placebo. The planned duration of treatment period was 12 weeks and 1 week of treatment withdrawal at the end of treatment period.

The study was terminated early due to pre-clinical toxicity data that became available after start of trial. Novartis implemented a Urgent Safety Measure (USM) which instructed sites to discontinue study treatment immediately and to have all patients return for additional laboratory assessments (full hematology including coagulation and clinical chemistry panel). Safety data from the USM was presented as a separate outcome measure table and not included in the Adverse Event section",TERMINATED,Study was terminated due to animal toxicity data,2018-03-14,2019-03-25,2019-03-25,INTERVENTIONAL,PHASE2,RANDOMIZED,PARALLEL,TRIPLE,TREATMENT,142,ACTUAL
NCT00612794,"A Study to Examine Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Exenatide Once Weekly in Japanese Patients With Type 2 Diabetes","Multiple-Dose Study to Examine Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of LY2148568 Long-Acting Release in Japanese Patients With Type 2 Diabetes Mellitus",Exenatide twice daily has been studied in Japanese type 2 diabetes patients. A once-weekly version of exenatide is currently being evaluated. Study GWBW is the first study of exenatide once weekly in Japanese patients. This study is designed to evaluate safety and tolerability of exenatide once weekly in Japanese patients and determine whether the dose selected for US and European development is appropriate for Japanese patients with Type 2 diabetes.,,COMPLETED,,2007-09,2008-05,2008-05,INTERVENTIONAL,PHASE1,RANDOMIZED,PARALLEL,DOUBLE,TREATMENT,30,ACTUAL
NCT01098994,"Haptoglobin Phenotype, Vitamin E and High-density Lipoprotein (HDL) Function in Type 1 Diabetes",Pilot and Feasibility Study for a Pharmacogenomic Trial in Type 1 Diabetes,The purpose of the study is to determine whether the function of the good cholesterol (HDL cholesterol) as well as its subfractions (via NMR spectroscopy) is altered among people with type 1 diabetes and a variation in the Haptoglobin gene and to evaluate whether vitamin E supplements may improve this function.,"Persons with type 1 diabetes are at a much greater risk for heart disease compared to the general population. Among individuals with diabetes, those with a specific variation in a genetic marker called Haptoglobin (approximately 43% of persons with type 1 diabetes) are at even greater risk compared to those not carrying this genetic variation. A genetic marker or a ""gene"" is information inherited from parents (a blueprint) about the structure and functions of cells in the body that make up the color of our hair and eyes and may influence the way our bodies respond to certain stimuli such as an illness, or infection.

In this project we are seeking to understand what some of the mechanisms may be that put persons with type 1 diabetes and this variation in the Haptoglobin gene at greater risk for heart disease. Specifically, we will assess whether this gene variant affects the function of the good cholesterol (HDL cholesterol) and its subfractions (via NMR spectroscopy), which is thought to help against heart disease development. We also seek to evaluate whether vitamin E supplements may improve this function. If results indicate that vitamin E is beneficial and improves the function of HDL cholesterol, the next question to be answered would be whether vitamin E would also help reduce the risk of heart disease itself in these persons. To answer the latter, a large clinical trial would have to take place. In this research project we will therefore also evaluate whether such a trial would be feasible and whether individuals with type 1 diabetes would be interested in participating in a long, 4-5 year, clinical trial.",COMPLETED,,2010-02,2013-12,2013-12,INTERVENTIONAL,NA,RANDOMIZED,CROSSOVER,TRIPLE,TREATMENT,87,ACTUAL
NCT03865394,Treatment of Chronic Wounds in Diabetic Foot Syndrome With Allogeneic Adipose Derived Mesenchymal Stem Cells,Evaluation of the Safety and Efficacy of the Treatment of Chronic Wounds in Diabetic Foot Syndrome With the Use of Allogeneic Stem Cells Isolated From Adipose Tissue,The aim of this study is to investigate efficiency of applying of adipose-derived mesenchymal stem cells (ADSC) in treatment of chronic wounds in diabetic foot syndrome.,"The product will contain an active ingredient- human allogeneic adipose-derived mesenchymal stem cells (ADSC) cells suspended in the fibrin solution applied directly onto prepared wound bed, to form thin gel layer on the wound surface.",COMPLETED,,2019-07-01,2021-09-30,2021-03-31,INTERVENTIONAL,PHASE1|PHASE2,NON_RANDOMIZED,PARALLEL,NONE,TREATMENT,46,ACTUAL
NCT01724060,Effects of Obesity Treatments on Food Preferences and Metabolism,"The Effects of Current Treatments of Obesity on Food Preferences, Gut Hormones, Bile Acids and Hepatic Glucose Output in Humans.",Obesity and Type 2 Diabetes Mellitus are major health problems which are becoming a burden both for patients and health systems alike. The surgical and medical treatments available for these conditions have improved significantly in the last two decades. The investigators do not however know how these treatments compare to each other and how they act in the body to cause weight loss and diabetes improvements. The studies of this experiment are complementary to each other. They aim to answer related questions and will allow us to study how these treatments work and eventually develop safer and more effective therapies for obesity and diabetes.,"The objective of this study is to investigate the effects of obesity surgical procedures and incretin therapies on food preferences, satiety, gut hormones, bile acids and hepatic glucose output in overweight and obese patients.

As part of routine care these patients will be seen by a dietician/diabetes specialist nurse (DSN) before and after intervention. Patients will be asked to prospectively complete food diaries on three consecutive days which are representative of their usual dietary intake. The first food diary will be completed three months to two weeks pre intervention. Another four food diaries will be completed post intervention: at one, three months, 6 months and one year. Total energy intake and macronutrient composition comparisons pre and post intervention will form the basis of our analysis.

20 patients in each group will undergo more detailed measurements of food intake, hunger, satiety, gut hormones and bile acids. The research protocol will be the similar to that previously published by the Department of Metabolic Medicine, Imperial College, London. Participants will be fasted for 12 hours overnight and will attend for the study on 5 occasions. On each occasion venous blood samples will be taken and visual analogue scores will be measured over a 3 hour period using previously published methodology Samples or sample containers will be anonymised before collection but will be traceable back to the individual patients. Urine will be collected once. A qualified medical doctor will insert a venepuncture cannula into the arm of the patient and 5ml blood will be withdrawn at baseline, 15, 30, 60, 90, 120, 150 and 180 minutes following ingestion of a standard 400kcal meal as below.

Ten patients in each group (different from those taking part in the meal studies) will undergo measurements of hepatic glucose output/insulin resistance through euglycaemic hyperinsulinaemic clamps (Metabolic Study). To ensure that acute caloric restriction does not affect insulin sensitivity, patients will be on a low calorie liquid diet for 4-14 days and 3-7 days after intervention to ensure that their weight is stable throughout the study. This diet is nutritious and contains all appropriate macronutrients. Such diets are frequently used as part of pre-obesity interventions to reduce weight and risk. Patients will provide the investigators with a detailed food diary of their food consumption for this period.",COMPLETED,,2012-09,2017-10,2017-10,OBSERVATIONAL,,,,,,80,ACTUAL
NCT01068860,To Compare the Effect of a Subcutaneous Canakinumab Administration to Placebo in Patients With Impaired Glucose Tolerance or Patients With Type 2 Diabetes With Differing Baseline Diabetes Therapies,"A Multi-center, Double-blind, Placebo-controlled, Randomized Study to Compare the Effect of a Subcutaneous Canakinumab Administration to Placebo in Patients With Impaired Glucose Tolerance or Patients With Type 2 Diabetes Treated With Differing Baseline Diabetes Therapies","This was a 10-week, placebo-controlled, randomized study to investigate the effect of injectable IL-1B antagonist, Canakinumab , in participants with impaired glucose tolerance or Type 2 Diabetes Mellitus (T2DM) already treated on different background diabetes therapies.",,COMPLETED,,2010-02,2010-08,2010-08,INTERVENTIONAL,PHASE2,RANDOMIZED,PARALLEL,QUADRUPLE,TREATMENT,246,ACTUAL
NCT03157960,Effect of Acute Fructose Load in Human,The Effect of Acute Fructose Load in Patients With Chronic Kidney Disease and Patients With Type 2 Diabetes Compared to Healthy Subjects,"The metabolism of the monosaccharide fructose is less controlled than the metabolism of glucose, which will result in the metabolic product uric acid. Elevated serum uric acid levels are associated with increased risk, or worsening, of chronic kidney disease. The mechanisms by which uric acid have detrimental effects are not well defined, but may include an increase in reactive oxygen species and subsequent inflammatory activity. The aim of this study is to investigate the effects of uric acid, markers of oxidative stress and markers of inflammation following a low fructose load reflecting normal conditions. This is an interventional study. On six different occasions patients with chronic kidney disease, patients with type 2 diabetes and healthy controls will receive Blueberry drink, Coca-Cola or pure Fructose drink with similar amount of carbohydrates (140 kcal) with and without a high fat meal represented by a pizza (425 kcal).Serum samples and urinary samples will be collected.","Fructose is a monosaccharide present naturally in foods as fruit, vegetables and honey. In fruit, vegetables and table sugar it is also present as a disaccharide (sucrose), where it is joined with glucose. The intake of fructose has increased dramatically in the last decades. The increase is attributed to the use of free fructose as a sweetener at higher concentrations than naturally occurring in food, where beverages as soft-drinks seem to be the largest contributor to present consumption. Fructose has a low glycemic index and thus helps maintain glycemic control, a property that led to the belief that it was beneficial as a sweetener for those with diabetes.

The body's capacity of absorbing fructose is limited and varies depending on age, health and co-ingested foods. Glucose is the dietary factor that has largest impact on fructose absorption, but animal studies also indicate that saturated fat increase absorption. It has been observed that the maximum fructose absorbing capacity varies between 5 and 50 g when consumed as a single dose. Individuals with type 2 diabetes seems to have a larger capacity to absorb fructose and they have higher levels of fructose in serum and urine when compared to those without diabetes.

Fructose is absorbed in the small intestine by the fructose specific transporter GLUT5. It is further transported to the liver through the portal vein, where it is absorbed and metabolized by liver cells. The metabolism of fructose is independent of insulin. Although some fructose is metabolized by the enterocytes in the small intestine, the liver metabolize the majority of ingested fructose, in comparison to about 15-30% of ingested glucose. The metabolism of fructose differs from glucose in the sense that it is less controlled. While glucose metabolism is regulated by the energy status of the cell and portal glucose concentrations, fructose metabolism lacks control mechanisms leading to different metabolic products and effects.

In the metabolic pathway fructose can be oxidized, converted to glucose or lactic acid, or enter de novo lipogenesis. In the first hepatic metabolic step fructose is phosphorylated by fructokinase, a fructose specific enzyme with high activity, to fructose-1-phosphate. Fructokinase is not regulated by the energy status (ATP) of the cell, and fructose will therefore be metabolized in an unlimited way. This is in contrast to steps in the glycolysis where phosphofructokinase is regulated by ATP. Due to the rapid phosphorylation of fructose, levels of ATP will be depleted followed by an increase in uric acid. An increase in reactive oxygen species will follow the formation of uric acid which may lead to inflammation in the endothelium and inflammatory activity in adipocytes. Animal models show that uric acid may also act directly on tubular cells in the kidney where it causes inflammation. Serum uric acid levels are moreover positively associated with renin activity and hypertension. Further, as fructose is metabolized in a less controlled way than glucose, a larger proportion of fructose is available for de novo lipogenesis (DNL). This may be due to that the capacity of the mitochondria is exceeded and acetyl-Coenzyme A will enter DNL instead of the citric acid cycle. This metabolic effect of glucose is considered as ""particularly harmful"". Whether glucose is co-ingested with fructose or not may have an impact on the metabolic effects as there will be an effect of secreted insulin. Insulin decreases production of glucose from fructose and stimulates the de novo lipogenesis pathway.

The increase in fructose consumption correlates closely with the rise in obesity, metabolic syndrome and diabetes. Long term consumption of fructose has been shown to cause increased uric acid in the body. Elevated serum uric acid levels are associated with risk of chronic kidney disease both among healthy subject and among those with diabetes. Among those with type 2 diabetes it has also been associated with progression of already established nephropathy.

It is estimated that 7.3 % of the adult population in Sweden is affected by diabetes and that the majority, 85 -90 %, constitutes of type 2 diabetes (T2D). T2D is considered to be one of the most common chronic diseases and the prevalence is expected to rise, and with that an increasing health and economic burden. Worldwide patterns indicate a growing burden as well, particularly in developing countries. T2D is a disease with multifactorial etiology and with complications such as cardiovascular and renal disease, blindness and amputation. Not only does diabetes affect quality of life, it also leads to premature death as life expectancy is reduced with as much as 15 years.

Diabetic nephropathy (DN) has become the most common cause of end-stage renal disease and the earliest sign of DN is presence of microalbuminuria. Further development of macroalbuminuria and a decline in glomerular filtration rate may follow. Among type 2 diabetics in Sweden it was observed that 20% developed albuminuria over the course of 5 years, and 11% developed renal impairment glomerular filtration rate (eGFR of \< 60 mL/min/1.73m2, MDRD formula). Studies indicate that increased oxidative stress through different pathways may play a central role in the development of DN, and chronic hyperglycemia is the primary cause. But there are also other factors that increase oxidative stress and have an impact on development of renal disease, as for example free fatty acids and inflammation. The oxidative stress may cause damage to the renal milieu, as dysfunction of the endothelial cells within glomeruli and tissue injury of the tubule.

Factors related to disease management, as glycemic-, blood pressure- and lipid-control are important in protecting the kidney. Further, smoking cessation, energy balance for a healthy bodyweight and a healthy eating pattern are of importance. In regards of dietary composition, hyperglycemia and dyslipidemia is determined by the amount and quality of ingested carbohydrates and dietary fats. It has been suggested that postprandial hyperglycemia and hypertriglyceridemia triggers oxidative stress and causes inflammation, metabolic alterations associated with endothelial dysfunction. A prospective cohort conducted in 10 European countries, including Sweden (Malmö and Umeå) showed a protective effect of intake of vegetables, fruit and legumes against all-cause and cardiovascular mortality among those with diabetes. Possible mechanism is hypothesized to be attributed to the antioxidative properties. The anti-antioxidant and anti-inflammatory capacities of fruit and vegetables are mentioned as possible mechanisms.

Current Swedish dietary recommendation for diabetic's state that different diets as the Mediterranean and low carbohydrate diet etc. may be beneficial, while the scientific evidence for extremely low carbohydrate diet is yet too weak. They further state that single foods as fruit lower all-cause mortality and vegetables lowers the risk of cardiovascular mortality. Fructose is not discussed in the Swedish dietary recommendations. The American Diabetes Associations dietary recommendations do, however, state that fructose-containing beverages should be avoided due to its impact on metabolic profile.

The scientific evidence for the significance of diet on microvascular complications as kidney disease is scarce and there is a lack of studies on the effect of fruit and vegetables on diabetic nephropathy. This was also stated by Swedish Council on Health Technology Assessment (SBU) in a report published in 2010. SBU further emphasized the lack of dietary studies applicable to conditions in Sweden. Thus, considering the burden of type 2 diabetes and its related complications, the need for proposed studies is substantiate.

The overall aim of this study is to investigate the acute postprandial responses in uric acid, markers of oxidative stress and marker of inflammation after low fructose load with and without a high fat meal among patients with chronic kidney disease (CKD) and patients with type 2 diabetes (T2DM) with and without CKD compared to healthy controls (HC).

Patients with type 2 diabetes, patients with chronic kidney disease (CKD) and GFR \<30 ml/min or dialysis, patients with type 2 diabetes and CKD and control subjects (n= 30 in each group) will be included. Participant will on sex different occasions receive drinks containing fructose with and without the addition of a high-fat meal. After including 8 patients with CKD, 8 patients with T2DM and 8 controls, the preliminary results will be presented.",COMPLETED,,2012-02-01,2021-11-30,2019-11-30,INTERVENTIONAL,NA,RANDOMIZED,CROSSOVER,NONE,BASIC_SCIENCE,20,ACTUAL
NCT02461394,"User Performance Evaluation of Contour Plus, Accu-Chek Active, Accu-Chek Performa and OneTouch Select Simple Blood Glucose Monitoring Systems Following ISO 15197:2013","User Performance Evaluation of Contour Plus, Accu-Chek Active, Accu-Chek Performa and OneTouch Select Simple Blood Glucose Monitoring Systems Following ISO 15197:2013","The user performance evaluation shows whether people with diabetes are able to obtain accurate measurement results with a blood glucose monitoring system. In this study, user performance evaluation will be performed for Contour Plus (Bayer Healthcare Diabetes Care), Accu-Chek Active (Roche Diagnostics), Accu-Chek Performa (Roche Diagnostics) and OneTouch Select Simple (LifeScan) following ISO 15197:2013, clause 8.

The study will be performed in 2 parts. Each part will comprise testing of 2 BGMS.

For each BGMS, measurement procedures for user performance evaluation will be performed with 1 test meter and 1 reagent system lot by the study subjects.

The same meter and an additional test meter will be used for double measurements performed by study personnel (with the same reagent system lot used by subjects).",,COMPLETED,,2015-05,,2015-12,INTERVENTIONAL,NA,,,,,150,ESTIMATED
NCT00996294,Surgical Treatment of Type 2 Diabetes Mellitus in <35 Body Mass Index (BMI),"Surgical Treatment of Type 2 Diabetes Mellitus in Patients With BMI <35 kg/m2 (Italian Title: ""La Terapia Chirurgica Del Diabete Mellito di Tipo 2 Nel Paziente Con BMI Inferiore a 35 kg/m2"")",Thirty type 2 diabetic patients will be submitted to biliopancreatic diversion and 20 to gastric bypass. Subjects will be monitored during a 5 year period to assess the effects of the operations on diabetes control.,,UNKNOWN,,2007-11,2013-10,2009-10,INTERVENTIONAL,NA,NON_RANDOMIZED,SINGLE_GROUP,NONE,TREATMENT,50,ACTUAL
