nct_id,brief_title,official_title,brief_summary,detailed_description,overall_status,why_stopped,start_date,completion_date,primary_completion_date,study_type,phases,allocation,intervention_model,masking,primary_purpose,enrollment_count,enrollment_type
NCT00357760,Ziv-Aflibercept in Treating Patients With Metastatic or Unresectable Kidney Cancer,A Randomized Phase II Study to Determine the Effect of 2 Different Doses of AVE0005 (VEGF Trap) in Patients With Metastatic Renal Cell Carcinoma,This randomized phase II trial studies how well ziv-aflibercept (VEGF Trap) works in treating patients with kidney cancer that has spread from the primary site to other places in the body (metastatic) or is unable to be removed with surgery (unresectable). Ziv-aflibercept may stop the growth of kidney cancer by blocking blood flow to the tumor.,"PRIMARY OBJECTIVE:

I. To determine the effect of two different doses of AVE0005 (vascular endothelial growth factor \[VEGF\] Trap \[ziv-aflibercept\]) treatment on the progression-free proportion at 8 weeks in patients with metastatic renal cell carcinoma who had previous treatment with a tyrosine kinase inhibitor (TKI).

SECONDARY OBJECTIVES:

I. To determine the effect of AVE0005 (VEGF Trap) treatment on objective response rate in patients with metastatic renal cell carcinoma who have had previous TKI treatment.

II. To describe progression-free survival among patients who undergo dose escalation following progression on low-dose AVE0005 (VEGF Trap).

III. To evaluate the safety and tolerability of AVE0005 (VEGF Trap) in patients with metastatic renal cell carcinoma who have had previous treatment with a TKI.

OTHER PRE-SPECIFIED OBJECTIVES:

I. To determine the circulating levels of VEGF AVE0005 (VEGF-Trap) complex and correlate it with clinical activity.

II. To evaluate the modulation of specific angiogenesis-related protein expression by AVE0005 (VEGF Trap).

OUTLINE: Patients are randomized to 1 of 2 treatment arms.

ARM A (Higher dose of VEGF Trap): Patients receive a higher dose of ziv-aflibercept intervenously (IV) over 1 hour on day 1.

ARM B (Lower dose of VEGF Trap): Patients receive a lower dose of ziv-aflibercept IV over 1 hour on day 1.

In both arms, courses repeat every 14 days in the absence of disease progression or unacceptable toxicity. Patients receiving treatment on Arm B may crossover and receive treatment on Arm A at the time of disease progression.

After completion of study treatment, patients are followed every 3 months for 2 years and then every 6 months for 1 year.",COMPLETED,,2007-12,2015-10,2015-10,INTERVENTIONAL,PHASE2,RANDOMIZED,PARALLEL,NONE,TREATMENT,94,ACTUAL
NCT04465760,Xisomab 3G3 for the Prevention of Catheter-Associated Thrombosis in Patients With Cancer Receiving Chemotherapy,"A Phase II Study of Xisomab 3G3, a Monoclonal Antibody Preventing the Activation of FXI by FXIIa, for the Prophylaxis of Catheter-Associated Thrombosis","This phase II trial studies how well xisomab 3G3 works in preventing catheter-associated blood clots (thrombosis) in patients with cancer receiving chemotherapy. Many patients with cancer develop blood clots from their catheters and can have pain, swelling, and other symptoms. They also often require blood thinners, which can increase the risk of bleeding. Xisomab 3G3 is type of drug called a monoclonal antibody that may prevent blood clots caused by a catheter in patients receiving chemotherapy.","PRIMARY OBJECTIVE I. To determine the efficacy of xisomab as measured by the incidence of catheter-associated thrombosis (CAT) in individuals with a central venous catheter.

SECONDARY OBJECTIVE:

I. To evaluate the safety and tolerability of xisomab 3G3 in cancer patients with a PICC or indwelling catheter.

EXPLORATORY OBJECTIVE:

I. Assessment of drug exposure and catheter occlusions leading to medical intervention.

OUTLINE:

Patients receive xisomab 3G3 intravenously (IV) or via catheter within 48 hours of catheter placement. Patients then receive standard of care chemotherapy 2 days later. After approximately 2 weeks, patients undergo standard of care ultrasound for possible CAT.

After completion of study, patients are followed up for 60 days.",TERMINATED,Insufficient accrual rate,2021-02-25,2021-11-05,2021-10-05,INTERVENTIONAL,PHASE2,NA,SINGLE_GROUP,NONE,SUPPORTIVE_CARE,9,ACTUAL
NCT03599960,Combination Chemotherapy in Patients With Newly Diagnosed BPDCN,"Combination Chemotherapy (Methotrexate, L-asparaginase, Idarubicin and Dexamethasone) in Patients With Newly Diagnosed Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN)","Patients with suspected BPDCN and meeting eligibility criteria will be enrolled in the study. First, BPDCN diagnosis will be confirmed by anatomic pathology (Dr Petrella T, Montreal) and cytologic plus immunophenotyping analysis (Pr Garnache Ottou F, UMR1098 BESANCON). Patients will then receive three 21 days cycles of a combination of chemotherapy (Ida/Metho/L-asp/Dex), followed by an evaluation. Patients with complete response (CR) or complete response with incomplete bone marrow recovery (CRi) will undergo an allo- or auto-SCT and those who are not eligible to the transplantation will have successive 28 days cycles of chemotherapy (Metho/L-asp/Dex). Patients who did not respond to the treatment will be treated by physicians. All patients will be followed for 24 months.",,ACTIVE_NOT_RECRUITING,,2019-05-02,2024-11,2023-02-13,INTERVENTIONAL,PHASE2,NA,SINGLE_GROUP,NONE,TREATMENT,26,ACTUAL
NCT01194960,TroVax® In Subjects With Hormone Refractory Prostate Cancer (HRPC),A Randomized Phase II Study to Assess the Activity of TroVax® (MVA-5T4) Plus Docetaxel Versus Docetaxel Alone in Subjects With Progressive Hormone Refractory Prostate Cancer,"Based on both pre-clinical and clinical data, it may be advantageous to administer a cancer vaccine before chemotherapy to enhance immune responses, thus leading to a more effective therapeutic approach for subjects with metastatic HRPC. This clinical study will evaluate the role of combination therapy of TroVax® plus Docetaxel vs. Docetaxel alone on the progression free survival (PFS) of subjects with HRPC.",,TERMINATED,,2010-08,2013-03,2013-03,INTERVENTIONAL,PHASE2,RANDOMIZED,PARALLEL,NONE,TREATMENT,25,ACTUAL
NCT01179360,Combined FDG PET/CT Imaging in Response Evaluation After Radiochemotherapy in Patients With Locally Advanced Head and Neck Squamous Cell Carcinoma (HNSCC),Clinical Value of Combined [18F]Fluoro-2-deoxy-D-glucose (FDG) PET/CT Imaging in Response Evaluation After Radiochemotherapy in Patients With Potentially Operable Locally Advanced Head and Neck Squamous Cell Carcinoma.,"To determine if combined \[18F\]fluoro-2-deoxy-D-glucose (FDG) positron emission tomography/computed tomography (PET/CT) is performant enough with respect to detecting residual lymph node involvement after chemoradiation in order to omit planned neck dissections in patients with locally advanced potentially operable, N2 and N3 head and neck squamous cell carcinoma (HNSCC).

Primary study hypothesis: The lower bound of the 95% confidence interval (CI) of the negative predictive value (NPV) of FDG PET/CT to detect residual malignant lymph node involvement at 12 weeks after completing chemoradiation will exceed 85%.","Patients with locally advanced, N2 and N3 head and neck squamous cell carcinoma (HNSCC) will be recruited. All subjects receiving induction chemotherapy will undergo a baseline integrated \[18F\]fluoro-2-deoxy-D-glucose (FDG) positron emission tomography/computed tomography (PET/CT) scan before the start of concurrent chemoradiation. This baseline assessment is optional in patients not receiving neo-adjuvant treatment.

All patients will undergo a dedicated FDG PET/CT protocol 12 weeks after the end of chemoradiation (primary endpoint). In PET/CT negative patients, 2 monthly control visits will be performed complemented with additional imaging as required. All patients will undergo PET/CT 1 year after completing chemoradiation unless recurrent/residual disease was already proven pathologically. Patients with a PET/CT suspected for residual nodal disease must have pathological proof of nodal involvement (fine needle aspiration in non-operable patients or neck dissection in the others) before salvage chemotherapy is started.

In a subset of patients receiving induction chemotherapy prior to concurrent chemoradiation, an additional FDG PET/CT scan will be performed at baseline and after 1 cycle of chemotherapy to evaluate the metabolic response to the treatment (secondary endpoint).",COMPLETED,,2011-02,2015-12,2015-12,OBSERVATIONAL,,,,,,152,ACTUAL
NCT06158360,An Observational Study on Postoperative Symptoms After Thyroidectomy (POS-T),A Prospective Multi-centered Observational Study on Postoperative Symptoms After Thyroidectomy (POS-T) in Patients with Thyroid Cancer,This observational study aimed to evaluate the safety and efficacy of postoperative management in patients with thyroid cancer who received subtotal or total thyroidectomy.,"1. Characteristic analysis of improvement in quality of life and symptoms after surgery in cancer patients
2. Multifaceted symptom evaluation of cancer patients visiting medical institutions
3. Evaluation of effectiveness and safety of treatment for postoperative symptoms in thyroid cancer patients
4. Analysis of the effectiveness and prognosis of cancer-related treatment for each patient with cancer
5. Analysis of prognostic factors for disease-free survival and overall survival of cancer patients

Among adult men and women aged 19 years or older who have been diagnosed with thyroid cancer, who have undergone partial or total thyroidectomy and visited the hospital for postoperative management, the characteristics of the visiting patient, quality of life, characteristics of cancer-related symptoms, and treatment effectiveness, We intend to conduct a prospective observational study to evaluate safety and its relationship with prognosis. In addition, we aim to form the basis for follow-up research through the establishment of an Oriental medicine cancer cohort and database.",RECRUITING,,2023-12-01,2029-12-31,2029-12-31,OBSERVATIONAL,,,,,,500,ESTIMATED
NCT05198960,AVAJAK: Apixaban/Rivaroxaban Versus Aspirin for Primary Prevention of Thrombo-embolic Complications in JAK2V617F-positive Myeloproliferative Neoplasms,AVAJAK: Apixaban/Rivaroxaban Versus Aspirin for Primary Prevention of Thrombo-embolic Complications in JAK2V617F-positive Myeloproliferative Neoplasms,"Philadelphia-negative myeloproliferative neoplasms (MPN) are frequent and chronic myeloid malignancies including Polycythemia Vera (PV), essential thrombocythemia (ET), Primary Myelofibrosis (PMF) and Prefibrotic myelofibrosis (PreMF). These MPNs are caused by the acquisition of mutations affecting activation/proliferation pathways in hematopoietic stem cells. The principal mutations are JAK2V617F, calreticulin (CALR exon 9) and MPL W515. ET or MFP/PreMF patients who do not carry one of these three mutations are declared as triple-negative (3NEG) cases even if they are real MPN cases.

These diseases are at high risk of thrombo-embolic complications and with high morbidity/mortality. This risk varies from 4 to 30% depending on MPN subtype and mutational status.

In terms of therapy, all patients with MPNs should also take daily low-dose aspirin (LDA) as first antithrombotic drug, which is particularly efficient to reduce arterial but not venous events.

Despite the association of a cytoreductive drug and LDA, thromboses still occur in 5-8% patients/year.

All these situations have been explored in biological or clinical assays. All of them could increase the bleeding risk. We should look at different ways to reduce the thrombotic incidence: Direct Oral Anticoagulants (DOAC)? In the general population, in medical or surgical contexts, DOACs have demonstrated their efficiency to prevent or cure most of the venous or arterial thrombotic events.

At the present time, DOAC can be used in cancer populations according to International Society on Thrombosis and Haemostasis (ISTH) recommendations, except in patients with cancer at high bleeding risk (gastro-intestinal or genito-urinary cancers). Unfortunately, in trials evaluating DOAC in cancer patients, most patients have solid rather than hematologic cancers (generally less than 10% of the patients, mostly lymphoma or myeloma).

In cancer patients, DOAC are also highly efficient to reduce the incidence of thrombosis (-30 to 60%), but patients are exposed to a higher hemorrhagic risk, especially in digestive cancer patients.

In the cancer population, pathophysiology of both thrombotic and hemorrhagic events may be quite different between solid cancers and MPN. If MPN patients are also considered to be cancer patients in many countries, the pathophysiology of thrombosis is quite specific (hyperviscosity, platelet abnormalities, clonality, specific cytokines...) and they are exposed to a lower risk of digestive hemorrhages. It is thus difficult to extend findings from the ""general cancer population"" to MPN patients.

Unfortunately, only scarce, retrospective data regarding the use of DOAC in MPNs are available data.

We were the first to publish a ""real-life"" study about the use, the impact, and the risks in this population. In this local retrospective study, 25 patients with MPN were treated with DOAC for a median time of 2.1 years. We observed only one thrombosis (4%) and three major hemorrhages (12%, after trauma or unprepared surgery). Furthermore, we have compared the benefit/risk balance compared to patients treated with LDA without difference.

With the increasing evidences of efficacy and tolerance of DOAC in large cohorts of patients including cancer patients, with their proven efficacy on prevention of both arterial and venous thrombotic events and because of the absence of prospective trial using these drugs in MPN patients, we propose to study their potential benefit as primary thrombotic prevention in MPN.",,RECRUITING,,2022-07-13,2027-07-13,2027-07-13,INTERVENTIONAL,PHASE3,RANDOMIZED,PARALLEL,NONE,PREVENTION,1308,ESTIMATED
NCT02167360,Study of Efficacy and Safety of CTL019 in Adult ALL Patients,"A Phase II, Single Arm, Multicenter Trial to Determine the Efficacy and Safety of CTL019 in Adult Patients With Relapsed and Refractory B-cell Acute Lymphoblastic Leukemia","This is a single arm, open-label, multi-center, phase II study to determine the efficacy and safety of CTL019 in adult patients with r/r B-cell ALL. The study will have the following sequential phases: Screening, Pre-Treatment, Treatment and Primary Follow-up, Secondary Follow-up (Relapse Follow-up) and Survival Follow-up. The total duration of the primary follow-up is 1 year from cell infusion. Safety will be assessed until the end of the treatment and primary follow-up phase.",,WITHDRAWN,Did not enroll,2016-06,,2017-01-11,INTERVENTIONAL,PHASE2,,,,TREATMENT,0,ACTUAL
NCT01404260,Intercalating and Maintenance Use of Iressa Versus Chemotherapy in Selected Advanced Non Small Cell Lung Cancer,Intercalating and Maintenance Use of Iressa vs. Chemotherapy in Selected Advanced NSCLC: a Randomised Study,"Platinum-based combination chemotherapy, such as gemcitabine-carboplatin, is one of the standard first-line therapy for advanced non-small cell lung cancer (NSCLC).

Epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKI) have clinical efficacy, as compared with the best supportive care or standard chemotherapy, when given as second-line or third-line therapy for advanced NSCLC.

Treatment with EGFR-TKI is most effective in female, never-smoker, or patients with adenocarcinoma, and patients of Asian origin. In these populations, such treatment is associated with favorable objective response rates, progression-free survival, and overall survival. These populations also have a relatively high incidence of somatic mutations in the region of the EGFR gene that encodes the tyrosine kinase domain.

The recent study(IPASS) by Tony S. Mok showed gefitinib was superior to carboplatin-paclitaxel as an initial treatment for pulmonary adenocarcinoma among nonsmokers or former light smokers in East Asia . In the subgroup of 261 patients who were positive for the EGFR gene mutation, PFS was significantly longer among those who received gefitinib than among those who received carboplatin-paclitaxel(HR= 0.48,P\<0.001), whereas in the subgroup of 176 patients who were negative for the mutation, PFS was significantly longer among those who received carboplatin-paclitaxel(HR=2.85,P\<0.001). Gefitinib treatment was well tolerated, with lower in hematologic toxicity, and no treatment-related interstitial lung disease.In this study(IPASS), only patients with a mutation of the EGFR gene in the tumor could get benefit from gefitinib as first line treatment.

Tony S. Mok and his colleague also found that intercalating and maintenance administration of erlotinib(another EGFR-TKI)following gemcitabine/platinum chemotherapy as first line therapy led to a significant improvement in PFS .","Nowadays,EGFR mutation status is unknown for most of the advanced NSCLC patients in clinical practice.Those patients with high probability of EGFR mutation maybe could get benefit from gefitinib as first-line treatment. For this reason, the investigators need more investigation to focus on EGFR mutation unknown patients. In the previous study (including FAST-ACT), the patients enrolled trial received EGFR-TKI plus chemotherapy nearly simultaneously,so the investigators could not know whether those patients gained benefit from EGFR-TKI or chemotherapy, maybe chemotherapy alone was enough. If the patients with EGFR mutation status unknown could get stable disease(SD) after two cycles of chemotherapy,those patients may be optimal for the investigation of intercalating and maintenance administration of gefitinib. The reasons are that chemotherapy may be enough for those with objective response after two cycles chemotherapy, of course, those with disease progression (PD) should be excluded from the study.

On the basis of these and other studies, the investigators hypothesized that in a selected population,first-line chemotherapy(gemcitabine +carboplatin) with intercalating and maintenance use of gefitinib would be more efficacious than chemotherapy alone. In this study, the investigators compared the efficacy, safety, and adverse-event profile of chemotherapy plus gefitinib with those of chemotherapy alone, when these drugs were used as first-line treatment in nonsmokers or former light smokers in China, who had lung adenocarcinoma with EGFR gene mutation unknown.",COMPLETED,,2011-06,2015-10,2015-03,INTERVENTIONAL,PHASE3,RANDOMIZED,PARALLEL,NONE,TREATMENT,219,ACTUAL
NCT02553876,Dorsal Root Ganglion Stimulation for Hand and Upper Limb Pain,An Observational Cohort Study to Assess the Long Term Effectiveness of Dorsal Root Ganglion Stimulation for Chronic Pain in the Upper Limb(s),There are no studies as yet specifically investigating the application of DRG stimulation in the treatment of chronic pain affecting the upper limbs. The investigators propose to investigate the effect of dorsal root stimulation in patients with chronic hand or upper limb pain.,"Dorsal Root Ganglion (DRG) stimulation is a form of Spinal Cord Stimulation (SCS), which has been available and used for the treatment of chronic pain in Europe since late 2011. Clinical practice and pre/post market studies have shown that stimulation of the DRG can significantly reduce chronic intractable pain of various aetiologies. However, there are no studies as yet specifically investigating the application of DRG stimulation in the treatment of chronic pain affecting the upper limbs. Furthermore, there are very few studies of SCS generally, in an upper limb pain population, despite this being a group often referred for and treated with SCS in tertiary, interventional pain practices. Due to several limitations of traditional SCS systems, chiefly concerning the stability of stimulation induced paraesthesia, DRG stimulation is being increasingly utilised in its place for this condition.",TERMINATED,"Stopped 1 jan 2017, logistical reasons",2015-09,2017-01-01,2017-01-01,OBSERVATIONAL,,,,,,5,ACTUAL
NCT01849276,Metformin+Cytarabine for the Treatment of Relapsed/Refractory AML,A Phase I Study of Metformin and Cytarabine for the Treatment of Relapsed/Refractory Acute Myeloid Leukemia,The purpose of the study is to determine if metformin in combination with cytarabine is safe and effective. Participants in this research study have acute myeloid leukemia (AML) that has come back after initial treatment or has not gone away with initial therapy.There is evidence that metformin directly kills leukemia cells. Laboratory data have also shown that combinations of metformin with cytarabine are more efficient than each agent alone in killing leukemia cells in the laboratory.,"PRIMARY OBJECTIVES:

I. Determine the maximum tolerated dose (MTD) of metformin (metformin hydrochloride) in combination with cytarabine in relapsed/refractory AML.

II. Define the dose limiting toxicity (DLT) of metformin in combination with cytarabine in relapsed/refractory AML.

SECONDARY OBJECTIVES:

I. Remission rate. II. Overall survival (OS). III. Disease-free survival (DFS). IV. Length of remission.

OUTLINE: This is a dose-escalation study of metformin hydrochloride in combination with Cytarabine.

Patients receive metformin hydrochloride orally (PO) twice daily (BID) on days 1-15 and cytarabine intravenously (IV) over 3 hours BID on days 4-10.

After completion of study treatment, patients are followed up every 3 months for 2 years and then every 6 months for 5 years.",TERMINATED,Slow accrual,2015-03-11,2016-01-21,2016-01-21,INTERVENTIONAL,PHASE1,NA,SINGLE_GROUP,NONE,TREATMENT,2,ACTUAL
NCT06332976,PrefeRences And ChemoTherapy In Breast Cancer patiEnts,Patients' Preferences for Adjuvant or Neoadjuvant Chemotherapy in Breast Cancer,"The aim of the present study is to ask women treated with adjuvant or neoadjuvant chemotherapy for breast cancer what survival benefit would justify the treatment.

The benefit should be evaluated in terms of Survival rate trade off and Survival time trade off value. The analyses will be conducted into three different groups of patients to value the survival benefit expected:

1. before to start the chemotherapy
2. during chemotherapy
3. after the end of chemotherapy","The chemotherapy is generally proposed a large number of early breast cancer patients to reduce the risk of recurrence and death. However chemotherapy is associated with side effects that impact the quality of life of the patients.

Patients are more likely to accept treatment on the basis of presented relative rather than absolute risks and so the question arises as to whether unrealistic improvements in outcome are expected by patients. The interviews with patients in the proposed trial will elicit the expected gains both in terms of survival and life years and will be able to assess the proportion of patients who considered an improvement of realistic size was sufficient to justify the treatment.",RECRUITING,,2021-06-04,2024-12-31,2024-12-31,OBSERVATIONAL,,,,,,450,ESTIMATED
NCT01204476,"Cixutumumab, Everolimus, and Octreotide Acetate in Treating Patients With Advanced Low to Intermediate Grade Neuroendocrine Carcinoma","Phase I Study of Anti-IGF-1R Monoclonal Antibody, IMC-A12, and mTOR Inhibitor, Everolimus, in Advanced Low to Intermediate Grade Neuroendocrine Carcinoma","This phase I trial studies the side effects and best dose of cixutumumab when given together with everolimus and octreotide acetate in treating patients with advanced low- or intermediate-grade neuroendocrine cancer. Monoclonal antibodies, such as cixutumumab, may find tumor cells and help carry tumor-killing substances to them. Everolimus may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Octreotide acetate may interfere with the growth of tumor cells and slow the growth of neuroendocrine cancer. Giving cixutumumab together with everolimus and octreotide acetate may be a better treatment for neuroendocrine cancer.","PRIMARY OBJECTIVES:

I. To recommend a phase 2 dose for the combination of IMC-A12 (cixutumumab) and everolimus, given with octreotide long-acting release (LAR) (octreotide acetate), in patients with advanced neuroendocrine tumors.

II. To describe the pharmacokinetics of IMC-A12 given once every 21 days in combination with everolimus and octreotide LAR.

III. To evaluate pharmacodynamic markers in blood, and tumor tissue.

SECONDARY OBJECTIVES:

I. To evaluate the safety profile of IMC-A12 and everolimus with octreotide LAR.

II. To explore the anti-tumor activity of the combination of IMC-A12 and everolimus as defined by Response Evaluation Criteria in Solid Tumors (RECIST) response rate and progression-free survival (PFS).

TERTIARY OBJECTIVES:

I. To explore baseline molecular marker and drug-induced molecular marker changes that may predict clinical outcome.

OUTLINE: This is a dose-escalation study of cixutumumab.

Patients receive cixutumumab intravenously (IV) over 60-90 minutes and octreotide acetate intramuscularly (IM) on day 1 and everolimus orally (PO) once daily (QD) on days 1-21. Treatment repeats every 21 days for up to 18 courses in the absence of disease progression or unacceptable toxicity.

After completion of study treatment, patients are followed up for 30 days.",COMPLETED,,2010-10,,2014-07,INTERVENTIONAL,PHASE1,NA,SINGLE_GROUP,NONE,TREATMENT,27,ACTUAL
NCT06061276,bTAE-HAIC Combined With System Therapy for Intermediate-advanced Huge HCC,Sequential bTAE-HAIC Combined With Lenvatinib and Camrelizumab for Intermediate-advanced Huge Hepatocellular Carcinoma,"This study intends to evaluate the efficacy and safety of blank- microsphere transcatheter arterial embolization-hepatic arterial infusion chemotherapy of oxaliplatin, 5-fluorouracil and leucovorin (bTAE-HAIC) plus Lenvatinib and Camrelizumab for patients with intermediate-advanced huge hepatocellular carcinoma.","Blank-microsphere transcatheter arterial embolization (bTAE) and hepatic arterial infusion chemotherapy (HAIC) of oxaliplatin, 5-fluorouracil and leucovorin are effective and safe for hepatocellular carcinoma. Lenvatinib is non-inferior to sorafenib in overall survival in untreated advanced hepatocellular carcinoma. Camrelizumab, a programmed cell death protein-1 (PD-1) inhibitor, is effective and tolerable in patients with unresectable hepatocellular carcinoma. No study has evaluated bTAE-HAIC plus Lenvatinib and Camrelizumab. Thus, the investigators carried out this prospective, single-arm study to find out it.",RECRUITING,,2024-05-20,2025-12-30,2025-06-30,INTERVENTIONAL,NA,NA,SINGLE_GROUP,NONE,TREATMENT,40,ESTIMATED
NCT05954676,Online Peri-operative Education Program for Patients Undergoing Major Head & Neck Surgery,Effects of Online Peri-operative Education Program for Patients Undergoing Major Head & Neck Surgery,"This phase of the project will evaluate the utility and efficacy of a personalized online patient education platform developed from efforts in Phase 1 in 1) increasing patients' and caregivers' pre- and post-operative preparedness and satisfaction, and 2) reducing readmission, ED/Urgent care/unplanned clinic visits and telephone calls to clinic staff.",,RECRUITING,,2023-07-17,2025-10-31,2025-08-31,INTERVENTIONAL,NA,NON_RANDOMIZED,PARALLEL,NONE,SUPPORTIVE_CARE,200,ESTIMATED
NCT03677076,Clonal Emergence and Regression During Radium-223 Therapy for Metastatic Prostate Cancer,Clonal Emergence and Regression During Radium-223 Therapy for Metastatic Prostate Cancer,"This study is for patients with metastatic prostate cancer receiving radium-223 as their standard of care therapy. The researchers will collect blood and urine samples from patients before, during and after the radium-223 therapy. The researchers will compare these samples to observe how the treatment has affected different cancer markers.","This study proposes to document the presence of clonal emergence and regression during radium-223 therapy for metastatic prostate cancer by serial ctDNA analysis of tumor-associated mutations, using the clinically-available Guardant 360 platform. These data may provide important mechanistic insights into radium-223 therapy by 1) identifying mutations associated with radium-223 resistance or sensitivity, 2) providing new markers of treatment response in an individual, and 3) revealing antitumor effects from radium-223 that are not easily recognized with standard tumor response metrics. Positive finding based on this clinically-available platform will be readily applied by the oncology treatment community.",COMPLETED,,2019-03-04,2023-12-31,2023-12-31,OBSERVATIONAL,,,,,,14,ACTUAL
NCT01221376,Phase II Study for Safety and Efficacy Evaluation of Imatinib Mesylate in Children With Chronic Myeloid Leukemia (CML) Philadelphia Chromosome-positive (Ph+),Phase II Study for Safety and Efficacy Evaluation of Imatinib Mesylate in Children With Chronic Myeloid Leukemia (CML) Philadelphia Chromosome-positive (Ph+),"The purpose of this study is to evaluate the hematological, cytogenetic and molecular response to continuous-use of Imatinib in children with CML Ph+.",,UNKNOWN,,2011-02,2013-12,2013-06,INTERVENTIONAL,PHASE2,NA,SINGLE_GROUP,NONE,TREATMENT,20,ESTIMATED
NCT06212076,Phase I/II Study of IPG1094 in Advanced Solid Tumors Patients,"A Phase I/II, Open-label, Dose-escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetic, Pharmacodynamic Characteristics and Initial Anti-tumor Activity of IPG1094 in Patients With Advanced Solid Tumors","This is a phase 1, open-label, dose-escalation study to evaluate the safety, tolerability, pharmacokinetic (PK), pharmacodynamic (PD) characteristics and initial anti-tumor activity of IPG1094 in patients with advanced solid tumors. The study will be conducted in two parts: dose escalation phase (Part A) and expansion phase (Part B).","Part A:

In this phase, dose escalation will start from 200 mg and the present 2 dose cohorts are 200 mg BID and 250 mg BID. Up to 12 subjects are expected to be enrolled in this part. In each cohort, all subjects will receive a single oral dose of IPG1094, followed by a 3-day single-dose PK study period. If no significant toxicity occurs, subjects will receive consecutive daily doses (QD, 28 days/cycle) until disease progression, death, unacceptable toxicity, or withdrawal of informed consent (whichever comes first). The DLT evaluation period includes the single-dose PK study period and the first cycle of treatment (within 31 days after the first dose). The remaining subjects within the same cohort will be dosed if no significant safety signals are identified in the first subject in 3 days.

Starting at 200 mg cohort, 3 subjects will be enrolled initially at each subsequent dose cohort in accordance with the 3+3 dose-escalation design. After 3 subjects in each cohort completed DLT evaluation, the Safety Monitoring Committee (SMC) will review all available safety and PK/PD data from all treated subjects (DLT evaluable and non-DLT evaluable subjects), taking into consideration the dose-assignment recommendation based on 3+3 decision rule (as described in the table below), to make the recommendation on the conduct of the study including the dose level and dose schedule for subsequent subjects.

Part B:

After all subjects in Part A completed DLT evaluations, the SMC will review all available safety, PK/PD and efficacy data from all treated subjects, to recommend 1 dose level for Part B. Phase B is an expansion study to evaluate the anti-tumor efficacy and safety of IPG1094 in patients with several types of solid tumors, including but not limited to small cell lung cancer, triple-negative breast cancer, head and neck cancer, and melanoma (specific tumor types will depend on the results of Part A), with 12 subjects in each cohort. A sparse sampling approach for PK with 3 to 4 time points on Day 1 and 3 to 4 time points on Day 28 of Cycle 1, and pre-dose on Day 1 of Cycle 2 and every other cycle thereafter (for example, C4D1, C6D1, C8D1) to allow for population PK and exposure-response (efficacy and safety endpoints) analyses.

Subjects will receive consecutive doses (at the recommended schedule, 28 days/cycle) until disease progression, death, unacceptable toxicity, or withdrawal of informed consent (whichever comes first).

The RP2D will be established by taking into consideration of the PK/PD profiles, safety and efficacy data from both Part A and Part B.

The anti-tumor activity will be evaluated according to the response evaluation criteria in solid tumors version 1.1 (RECIST v1.1). Efficacy assessments will be performed at the screening (within 28 days prior to first administration) and every 2 cycles (8 weeks±7 days) until disease progression, death, withdrawal of informed consent, or study discontinuation. Subjects who discontinue treatment for reasons other than disease progression or death should continue with imaging assessments per protocol-defined schedule until disease progression, death, starting new anti-tumor therapies or withdrawal of informed consent, whichever occurs first. Subjects may be contacted via phone for vital status every 3 months post the last dose until death, withdrawal of informed consent, loss to follow-up or study discontinuation.",RECRUITING,,2024-07-11,2027-07-09,2027-07-09,INTERVENTIONAL,PHASE1|PHASE2,NON_RANDOMIZED,PARALLEL,NONE,TREATMENT,60,ESTIMATED
NCT03744676,A Safety Trial of Lisocabtagene Maraleucel (JCAR017) for Relapsed and Refractory (R/R) B-cell Non-Hodgkin Lymphoma (NHL) in the Outpatient Setting (TRANSCEND-OUTREACH-007),A Safety Trial of Lisocabtagene Maraleucel (JCAR017) for Relapsed and Refractory (R/R) B-cell Non-Hodgkin Lymphoma (NHL) in the Outpatient Setting,"This is an open-label, multicenter, Phase 2 study to determine the safety, PK, and efficacy of lisocabtagene maraleucel (JCAR017) in subjects who have relapsed from, or are refractory to, two lines of immunochemotherapy for aggressive B-cell non-Hodgkin lymphoma (NHL) in the outpatient setting. Subjects will receive treatment with JCAR017 and will be followed for up to 2 years.","This is an open-label, multicenter, Phase 2 study to assess the safety and antitumor activity in adult patients with relapsed or refractory B-cell non-Hodgkin Lymphoma when administered with lisocabtagene maraleucel (JCAR017) in the outpatient setting.

Upon the successful product generation of lisocabtagene maraleucel, subjects will enter the treatment phase of the study. Treatment will include lymphodepleting chemotherapy followed by lisocabtagene maraleucel administration. Subjects will then enter the post-treatment follow-up phase of the study and will be followed for approximately 24 months for safety, disease status, health-related quality of life (HRQoL), and survival. Long-term follow-up will continue under a separate long-term follow-up protocol, per health regulatory authority guidelines, currently up to 15 years after the last lisocabtagene maraleucel administration.",COMPLETED,,2018-11-29,2023-09-22,2023-09-22,INTERVENTIONAL,PHASE2,NA,SINGLE_GROUP,NONE,TREATMENT,104,ACTUAL
